ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Auckland,ASB Classic,1/14/23,ATP250,Outdoor,Hard,The Final,3,Gasquet R.,Norrie C.,67,12,740,2575,4,6,6,4,6,4,,,,,2,1,Completed,3.75,1.29,4.18,1.27,4.18,1.3,3.83,1.26
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Wu Y.,62,114,790,494,6,4,5,7,6,2,4,6,7,5,3,2,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Watanuki Y.,Rinderknech A.,138,59,413,807,6,3,6,3,6,2,,,,,3,0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Ivashka I.,34,73,1205,705,6,3,3,6,7,5,6,3,,,3,1,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Barrere G.,79,83,649,635,3,6,6,3,6,4,6,4,,,3,1,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Edmund K.,16,581,2375,52,6,4,6,0,6,2,,,,,3,0,Completed,1.06,10,1.05,15.72,1.07,15.72,1.05,11.18
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Pella G.,29,181,1383,318,6,4,6,4,6,3,,,,,3,0,Completed,1.13,6,1.17,6.06,1.2,6.06,1.15,5.58
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Otte O.,194,74,289,701,6,2,6,4,6,7,7,5,,,3,1,Completed,2.75,1.44,2.86,1.48,3,1.5,2.79,1.44
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Martinez P.,11,60,2860,801,7,6,6,2,6,2,,,,,3,0,Completed,1.06,10,1.06,13.22,1.06,13.22,1.05,10.6
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Garin C.,31,87,1325,606,6,4,1,6,6,3,6,2,,,3,1,Completed,1.08,8,1.1,9.05,1.11,9.25,1.08,8.1
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Ymer M.,33,69,1212,751,6,4,6,2,7,5,,,,,3,0,Completed,1.91,1.91,2.02,1.88,2.04,2,1.94,1.86
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Lajovic D.,22,86,1830,626,6,4,4,6,6,4,6,1,,,3,1,Completed,1.08,8,1.09,9.82,1.1,9.82,1.08,8.01
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Kotov P.,63,117,789,483,6,3,7,6,6,3,,,,,3,0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Nakashima B.,65,49,775,902,7,6,7,6,1,6,6,7,6,4,3,2,Completed,2.5,1.53,2.59,1.56,2.72,1.6,2.54,1.52
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Zapata Miralles B.,20,72,1885,712,7,6,6,2,6,0,,,,,3,0,Completed,1.07,9,1.06,13,1.09,13,1.06,9.77
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Altmaier D.,17,92,2260,584,6,3,6,3,6,7,7,6,,,3,1,Completed,1.1,7,1.1,8.65,1.12,8.65,1.1,7.19
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Draper J.,2,38,5770,1020,7,5,2,6,6,4,6,1,,,3,1,Completed,1.36,3.2,1.44,3.02,1.44,3.3,1.39,3.02
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Daniel T.,Escobedo E.,94,313,572,163,7,5,6,2,3,6,6,3,,,3,1,Completed,1.57,2.38,1.57,2.57,1.63,2.57,1.57,2.43
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Borges N.,47,111,925,512,7,6,6,3,6,7,6,1,,,3,1,Completed,1.3,3.5,1.37,3.37,1.38,3.6,1.34,3.27
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Coric B.,71,23,717,1760,6,3,6,3,6,3,,,,,3,0,Completed,3.2,1.36,3.34,1.38,3.34,1.39,3.2,1.35
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Kubler J.,Baez S.,84,44,633,975,6,4,6,4,6,4,,,,,3,0,Completed,1.33,3.4,1.36,3.48,1.36,3.66,1.33,3.38
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Svrcina D.,Munar J.,216,64,249,777,6,3,6,2,6,2,,,,,3,0,Completed,2.75,1.44,2.74,1.52,2.8,1.52,2.64,1.48
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Huesler M.A.,140,51,410,866,6,7,7,5,6,7,6,2,6,3,3,2,Completed,2.2,1.67,2.25,1.72,2.3,1.78,2.18,1.69
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Kwon S.W.,116,52,487,862,6,3,6,7,6,3,4,6,6,4,3,2,Completed,2.38,1.57,2.65,1.55,2.65,1.62,2.38,1.58
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Coria F.,78,76,687,695,4,6,7,5,2,6,7,6,6,2,3,2,Completed,1.14,5.5,1.17,5.96,1.22,6,1.16,5.38
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Molcan A.,Wawrinka S.,53,139,850,412,6,7,6,3,1,6,7,6,6,4,3,2,Completed,3.75,1.29,3.89,1.3,4,1.31,3.7,1.28
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Hijikata R.,Hanfmann Y.,169,128,344,435,4,6,4,6,6,3,7,6,6,3,3,2,Completed,2,1.8,1.98,1.93,2.1,1.93,1.98,1.83
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Van Assche L.,12,143,2680,403,7,6,6,0,6,3,,,,,3,0,Completed,1.06,10,1.07,11.47,1.09,11.47,1.06,9.17
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Pospisil V.,7,99,3895,560,1,6,7,6,7,6,6,3,,,3,1,Completed,1.07,9,1.08,10.82,1.08,10.82,1.07,8.87
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Halys Q.,4,61,5715,800,6,3,6,4,7,6,,,,,3,0,Completed,1.14,5.5,1.14,6.96,1.18,6.96,1.14,5.69
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Lestienne C.,Monteiro T.,55,77,842,690,6,3,7,6,6,3,,,,,3,0,Completed,2.1,1.73,2.19,1.76,2.19,1.84,2.08,1.76
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Musetti L.,186,19,310,1925,6,4,6,1,6,7,2,6,7,6,3,2,Completed,3.4,1.33,3.61,1.34,3.61,1.39,3.35,1.33
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Giron M.,8,56,3860,841,6,0,6,1,6,2,,,,,3,0,Completed,1.03,17,1.04,18.34,1.08,18.34,1.03,13.88
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Thiem D.,6,98,3930,561,6,3,6,4,6,2,,,,,3,0,Completed,1.25,4,1.28,4.13,1.3,4.2,1.27,3.84
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Galan D.E.,N/A,70,N/A,735,1,6,7,5,6,1,6,4,,,3,1,Completed,3.2,1.36,3.32,1.38,3.38,1.4,3.19,1.36
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Bagnis F.,30,91,1380,595,6,4,4,6,6,4,6,4,,,3,1,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.38
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Bonzi B.,Bellucci M.,48,152,911,374,4,6,6,3,7,6,6,4,,,3,1,Completed,1.4,3,1.4,3.23,1.42,3.25,1.39,3.01
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Karatsev A.,28,82,1395,635,7,6,7,5,6,2,,,,,3,0,Completed,1.4,3,1.41,3.17,1.5,3.17,1.4,3
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,Bergs Z.,68,130,758,428,6,4,1,6,6,4,6,1,,,3,1,Completed,1.44,2.75,1.51,2.75,1.54,2.79,1.49,2.63
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Krutykh O.,26,188,1550,308,6,4,6,7,6,3,7,6,,,3,1,Completed,1.5,2.63,1.58,2.52,1.64,2.78,1.55,2.49
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Jarry N.,Kecmanovic M.,154,27,370,1445,6,3,6,4,7,6,,,,,3,0,Completed,3.5,1.3,3.87,1.31,3.87,1.35,3.58,1.3
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Bublik A.,32,36,1325,1130,6,0,6,7,3,6,6,4,6,3,3,2,Completed,1.73,2.1,1.76,2.2,1.82,2.25,1.72,2.13
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Cachin P.,15,58,2420,809,7,6,6,1,7,6,,,,,3,0,Completed,1.08,8,1.09,9.27,1.12,9.27,1.08,7.93
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Wolf J.J.,Thompson J.,67,88,758,604,6,3,3,6,6,4,7,5,,,3,1,Completed,1.57,2.38,1.65,2.39,1.65,2.5,1.61,2.33
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Basilashvili N.,9,90,3545,595,6,4,6,2,4,6,7,5,,,3,1,Completed,1.03,17,1.04,16.86,1.04,18,1.03,14.25
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Krajinovic F.,10,54,2876,845,6,2,6,3,6,4,,,,,3,0,Completed,1.14,5.5,1.18,5.65,1.21,5.65,1.17,5.08
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Shelton B.,Zhang Zh.,89,96,604,567,4,6,6,3,6,2,2,6,7,6,3,2,Completed,1.4,3,1.46,2.95,1.46,3,1.43,2.87
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Berrettini M.,66,14,770,2490,6,3,6,3,4,6,6,7,7,6,3,2,Completed,4,1.25,4.62,1.24,4.8,1.26,4.28,1.22
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Varillas J. P.,13,103,2560,546,4,6,6,1,5,7,7,6,6,4,3,2,Completed,1.06,10,1.1,8.9,1.1,10,1.08,8.35
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Struff J.L.,35,167,1160,351,6,1,7,6,6,2,,,,,3,0,Completed,1.4,3,1.4,3.24,1.43,3.24,1.39,3.02
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,O Connell C.,39,80,1010,648,3,6,6,2,6,3,6,2,,,3,1,Completed,1.44,2.75,1.49,2.84,1.51,2.96,1.46,2.76
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Hsu Y.,24,209,1710,265,6,2,6,2,6,3,,,,,3,0,Completed,1.04,13,1.06,13.57,1.07,17,1.05,11.41
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Tseng C. H.,113,115,506,490,4,6,7,6,6,7,7,6,6,1,3,2,Completed,1.17,5,1.16,6.33,1.17,6.33,1.15,5.56
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Machac T.,3,110,5720,512,6,3,7,6,6,7,6,3,,,3,1,Completed,1.17,5,1.19,5.52,1.22,6.26,1.17,5.1
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Carballes Baena R.,5,75,5070,695,6,3,6,4,6,0,,,,,3,0,Completed,1.01,29,1.02,30.3,1.02,30.3,1.01,19.91
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Ruusuvuori E.,Purcell M.,46,205,941,268,4,6,6,3,6,4,7,6,,,3,1,Completed,1.36,3.2,1.41,3.18,1.41,3.35,1.35,3.2
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Gasquet R.,106,42,523,990,6,3,6,4,6,3,,,,,3,0,Completed,2.1,1.73,2.05,1.86,2.02,2.03,1.86,1.8
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Safiullin R.,108,97,522,563,3,6,7,5,7,6,6,3,,,3,1,Completed,3.2,1.36,3.47,1.35,3.47,1.41,3.19,1.36
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Lokoli L.,107,175,523,326,7,6,6,4,6,2,,,,,3,0,Completed,1.53,2.5,,,1.62,2.5,1.58,2.42
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Isner J.,45,43,971,980,6,7,7,6,6,2,6,2,,,3,1,Completed,2,1.8,2.01,1.9,2.16,1.9,2,1.82
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Holt B.,Vukic A.,215,146,255,384,6,4,1,6,6,3,3,6,6,3,3,2,Completed,2.38,1.57,2.38,1.65,2.45,1.65,2.35,1.6
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Sousa J.,25,81,1675,644,6,3,6,2,6,2,,,,,3,0,Completed,1.08,8,1.09,9.27,1.1,9.43,1.08,8.27
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Couacaud E.,Dellien H.,191,131,302,425,6,4,7,5,6,0,,,,,3,0,Completed,1.11,6.5,1.13,7.08,1.19,7.33,1.13,6.27
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Cressy M.,Ramos-Vinolas A.,41,37,992,1075,7,6,7,5,3,6,6,3,,,3,1,Completed,1.36,3.2,1.41,3.17,1.41,3.35,1.38,3.06
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Fognini F.,159,57,362,823,6,1,6,2,6,2,,,,,3,0,Completed,1.17,5,1.19,5.56,1.22,6,1.18,5
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Etcheverry T.,16,79,2375,649,6,3,6,2,6,2,,,,,3,0,Completed,1.05,11,1.04,17.66,1.07,18,1.04,11.92
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Molcan A.,7,53,3895,850,3,6,3,6,6,3,6,2,6,2,3,2,Completed,1.05,11,1.08,11.09,1.1,14,1.07,9.08
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Mcdonald M.,Nadal R.,65,2,775,5770,6,4,6,4,7,5,,,,,3,0,Completed,9,1.07,9.06,1.09,9.52,1.12,7.88,1.08
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Shang J.,17,194,2260,289,6,4,6,4,6,1,,,,,3,0,Completed,1.14,5.5,1.1,8.34,1.15,8.34,1.11,6.68
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Fucsovics M.,Harris L.,78,186,687,310,6,2,6,3,5,7,6,4,,,3,1,Completed,1.8,2,1.91,1.98,1.91,2.05,1.85,1.97
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kubler J.,20,84,1885,633,6,4,5,7,6,4,6,2,,,3,1,Completed,1.29,3.75,1.29,3.93,1.3,4.11,1.28,3.73
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Millman J.,8,140,3860,410,7,5,6,2,6,2,,,,,3,0,Completed,1.02,19,1.02,27.6,1.04,28.58,1.02,17.35
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Svrcina D.,33,216,1212,249,6,3,6,4,6,2,,,,,3,0,Completed,1.25,4,1.27,4.24,1.28,4.45,1.24,4.11
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Cerundolo F.,Moutet C.,29,62,1383,790,3,6,6,4,6,2,7,5,,,3,1,Completed,1.91,1.91,2.05,1.85,2.05,1.95,1.97,1.85
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Daniel T.,22,94,1830,572,6,3,7,6,7,5,,,,,3,0,Completed,1.17,5,1.19,5.48,1.2,5.85,1.17,5.13
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Hurkacz H.,Sonego L.,11,47,2860,925,3,6,7,6,2,6,6,3,6,3,3,2,Completed,1.25,4,1.29,4.05,1.34,4.25,1.26,3.91
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Hijikata R.,4,169,5715,344,6,3,6,0,6,2,,,,,3,0,Completed,1.05,11,1.03,19.14,1.08,19.14,1.04,12.14
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Korda S.,Watanuki Y.,31,138,1325,413,6,2,7,5,6,4,,,,,3,0,Completed,1.22,4.33,1.21,5.01,1.25,5.01,1.22,4.38
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Van De Zandschulp B.,63,34,789,1205,6,4,6,4,6,4,,,,,3,0,Completed,2.1,1.73,2.17,1.78,2.29,1.79,2.11,1.73
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Lehecka J.,Eubanks C.,71,116,717,487,6,4,6,4,3,6,6,3,,,3,1,Completed,1.44,2.75,1.46,2.9,1.52,3.01,1.45,2.76
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Lestienne C.,12,55,2680,842,6,3,3,6,7,6,6,3,,,3,1,Completed,1.1,7,1.11,8.07,1.12,8.34,1.1,7.11
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Chardy J.,30,N/A,1380,N/A,6,4,6,4,6,1,,,,,3,0,Completed,1.13,6,1.13,7.49,1.19,7.49,1.12,6.27
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Davidovich Fokina A.,35,32,1160,1325,6,2,2,6,6,7,6,3,6,4,3,2,Completed,1.5,2.63,1.49,2.84,1.54,2.84,1.49,2.63
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Brooksby J.,Ruud C.,39,3,1010,5720,6,3,7,5,6,7,6,2,,,3,1,Completed,3.4,1.33,3.61,1.34,3.64,1.36,3.34,1.33
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Ruusuvuori E.,6,46,3930,941,6,2,6,4,6,7,6,3,,,3,1,Completed,1.22,4.33,1.23,4.69,1.27,5.3,1.21,4.49
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,Jarry N.,89,154,604,370,7,6,7,6,7,5,,,,,3,0,Completed,1.8,2,1.85,2.06,1.9,2.24,1.81,2.01
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Wolf J.J.,Schwartzman D.,67,26,758,1550,6,1,6,4,6,4,,,,,3,0,Completed,1.53,2.5,1.49,2.83,1.59,2.83,1.51,2.56
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Fritz T.,113,9,506,3545,6,7,7,6,6,4,6,7,6,2,3,2,Completed,6.5,1.11,8.3,1.11,8.3,1.12,7.16,1.1
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Kudla D.,106,108,523,522,6,2,6,7,6,2,6,4,,,3,1,Completed,1.44,2.75,1.45,2.97,1.49,2.97,1.44,2.81
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Mmoh M.,Zverev A.,107,13,523,2560,6,7,6,4,6,3,6,2,,,3,1,Completed,4.5,1.2,5.26,1.2,5.26,1.22,4.73,1.19
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Djere L.,28,68,1395,758,6,3,6,2,6,0,,,,,3,0,Completed,1.29,3.75,1.27,4.16,1.3,4.35,1.25,3.97
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Rune H.,Cressy M.,10,41,2876,992,7,5,6,4,6,4,,,,,3,0,Completed,1.17,5,1.2,5.21,1.2,5.5,1.18,5.01
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Holt B.,25,215,1675,255,4,6,2,6,6,3,6,2,6,2,3,2,Completed,1.1,7,1.1,8.84,1.13,8.84,1.09,7.64
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Carreno Busta P.,48,15,911,2420,4,6,4,6,7,6,6,1,7,6,3,2,Completed,3.2,1.36,3.41,1.37,3.41,1.4,3.17,1.36
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Mannarino A.,24,45,1710,971,7,6,4,6,6,4,6,1,,,3,1,Completed,1.17,5,1.18,5.68,1.19,5.68,1.17,5.13
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Couacaud E.,5,191,5070,302,6,1,6,7,6,2,6,0,,,3,1,Completed,1.01,29,1.01,42,1.02,42,1.01,22.36
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Kokkinakis T.,66,159,770,362,4,6,6,7,7,6,6,3,7,5,3,2,Completed,2.38,1.57,2.56,1.58,2.56,1.64,2.42,1.57
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Fucsovics M.,16,78,2375,687,4,6,4,6,6,1,6,2,6,0,3,2,Completed,1.1,7,1.13,7.22,1.17,7.22,1.11,6.6
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Griekspoor T.,4,63,5715,789,6,2,7,6,6,3,,,,,3,0,Completed,1.1,7,1.09,9.21,1.11,9.43,1.09,7.71
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Nishioka Y.,Mcdonald M.,33,65,1212,775,7,6,6,3,6,2,,,,,3,0,Completed,1.57,2.38,1.61,2.49,1.61,2.56,1.57,2.41
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Auger-Aliassime F.,Cerundolo F.,7,29,3895,1383,6,1,3,6,6,1,6,4,,,3,1,Completed,1.11,6.5,1.1,8.61,1.13,8.61,1.09,7.38
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Lehecka J.,Norrie C.,71,12,717,2680,6,7,6,3,3,6,6,1,6,4,3,2,Completed,3.4,1.33,4.04,1.29,4.04,1.34,3.62,1.29
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Hurkacz H.,Shapovalov D.,11,22,2860,1830,7,6,6,4,1,6,4,6,6,3,3,2,Completed,1.91,1.91,1.91,2,1.94,2.05,1.89,1.93
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Tiafoe F.,20,17,1885,2260,6,3,6,4,3,6,7,6,,,3,1,Completed,2,1.8,2.06,1.86,2.06,1.91,1.98,1.83
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,5,Korda S.,Medvedev D.,31,8,1325,3860,7,6,6,3,7,6,,,,,3,0,Completed,4.5,1.2,4.83,1.22,4.83,1.23,4.56,1.2
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Evans D.,6,30,3930,1380,6,4,6,2,6,3,,,,,3,0,Completed,1.3,3.5,1.36,3.46,1.36,3.75,1.31,3.49
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,5,Rune H.,Humbert U.,10,106,2876,523,6,4,6,2,7,6,,,,,3,0,Completed,1.17,5,1.22,4.93,1.22,5.2,1.19,4.71
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Bonzi B.,24,48,1710,911,7,6,6,2,6,1,,,,,3,0,Completed,1.22,4.33,1.23,4.78,1.27,4.78,1.22,4.42
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,5,Paul T.,Brooksby J.,35,39,1160,1010,6,1,6,4,6,3,,,,,3,0,Completed,1.67,2.2,1.71,2.27,1.74,2.35,1.68,2.2
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,5,Wolf J.J.,Mmoh M.,67,107,758,523,6,4,6,1,6,2,,,,,3,0,Completed,1.33,3.4,1.35,3.52,1.42,3.6,1.34,3.29
